Pulls,Machine,DateTime
247,SL001,2019-03-13 05:00
154,SL001,2019-03-02 01:00
254,SL001,2019-03-03 21:00
178,SL001,2019-03-16 11:00
159,SL001,2019-03-26 23:00
28,SL001,2019-03-04 10:00
1,SL001,2019-03-04 00:00
217,SL001,2019-03-21 02:00
7,SL001,2019-03-16 01:00
149,SL001,2019-03-26 10:00
21,SL001,2019-03-20 01:00
68,SL001,2019-03-09 17:00
97,SL001,2019-03-29 01:00
200,SL001,2019-03-26 03:00
26,SL001,2019-03-26 11:00
265,SL001,2019-03-24 19:00
109,SL001,2019-03-03 02:00
87,SL001,2019-03-25 16:00
57,SL001,2019-03-27 15:00
204,SL001,2019-03-22 15:00
69,SL001,2019-03-30 00:00
190,SL001,2019-03-01 14:00
186,SL001,2019-03-09 03:00
60,SL001,2019-03-03 20:00
294,SL001,2019-03-12 01:00
74,SL001,2019-03-11 20:00
138,SL001,2019-03-25 19:00
177,SL001,2019-03-24 23:00
297,SL001,2019-03-27 05:00
123,SL001,2019-03-03 22:00
256,SL001,2019-03-21 00:00
224,SL001,2019-03-04 20:00
91,SL001,2019-03-21 22:00
220,SL001,2019-03-08 06:00
62,SL001,2019-03-21 15:00
91,SL001,2019-03-19 17:00
176,SL001,2019-03-29 05:00
294,SL001,2019-03-26 05:00
5,SL001,2019-03-18 07:00
296,SL001,2019-03-04 18:00
41,SL001,2019-03-06 06:00
194,SL001,2019-03-07 16:00
89,SL001,2019-03-25 08:00
131,SL001,2019-03-06 07:00
70,SL001,2019-03-08 13:00
96,SL001,2019-03-24 16:00
123,SL001,2019-03-21 05:00
100,SL001,2019-03-22 04:00
136,SL001,2019-03-23 00:00
65,SL001,2019-03-06 16:00
82,SL001,2019-03-08 18:00
53,SL001,2019-03-10 07:00
237,SL001,2019-03-16 16:00
115,SL001,2019-03-28 22:00
284,SL001,2019-03-10 04:00
187,SL001,2019-03-13 00:00
37,SL001,2019-03-28 15:00
36,SL001,2019-03-05 20:00
126,SL001,2019-03-23 02:00
28,SL001,2019-03-22 17:00
162,SL001,2019-03-24 02:00
149,SL001,2019-03-27 18:00
276,SL001,2019-03-20 10:00
201,SL001,2019-03-23 03:00
240,SL001,2019-03-08 05:00
54,SL001,2019-03-21 16:00
30,SL001,2019-03-17 13:00
287,SL001,2019-03-10 09:00
116,SL001,2019-03-09 16:00
191,SL001,2019-03-05 21:00
212,SL001,2019-03-23 01:00
244,SL001,2019-03-06 01:00
110,SL001,2019-03-12 23:00
263,SL001,2019-03-04 06:00
119,SL001,2019-03-10 12:00
258,SL001,2019-03-03 04:00
5,SL001,2019-03-26 06:00
284,SL001,2019-03-07 07:00
284,SL001,2019-03-14 03:00
8,SL001,2019-03-06 19:00
151,SL001,2019-03-01 13:00
290,SL001,2019-03-02 04:00
31,SL001,2019-03-24 15:00
114,SL001,2019-03-08 02:00
16,SL001,2019-03-12 05:00
52,SL001,2019-03-29 15:00
27,SL001,2019-03-23 16:00
257,SL001,2019-03-22 18:00
231,SL001,2019-03-25 01:00
231,SL001,2019-03-13 11:00
294,SL001,2019-03-01 10:00
69,SL001,2019-03-20 00:00
246,SL001,2019-03-22 00:00
52,SL001,2019-03-05 10:00
3,SL001,2019-03-23 10:00
210,SL001,2019-03-02 10:00
210,SL001,2019-03-29 13:00
276,SL001,2019-03-01 03:00
164,SL001,2019-03-18 03:00
115,SL001,2019-03-10 21:00
204,SL001,2019-03-05 08:00
247,SL001,2019-03-05 19:00
263,SL001,2019-03-20 08:00
10,SL001,2019-03-24 01:00
149,SL001,2019-03-23 22:00
57,SL001,2019-03-09 01:00
27,SL001,2019-03-02 19:00
107,SL001,2019-03-01 23:00
11,SL001,2019-03-09 23:00
178,SL001,2019-03-28 12:00
250,SL001,2019-03-02 08:00
41,SL001,2019-03-07 19:00
58,SL001,2019-03-19 23:00
75,SL001,2019-03-05 05:00
21,SL001,2019-03-24 09:00
286,SL001,2019-03-17 17:00
219,SL001,2019-03-17 04:00
235,SL001,2019-03-02 23:00
283,SL001,2019-03-23 09:00
244,SL001,2019-03-03 05:00
177,SL001,2019-03-01 18:00
27,SL001,2019-03-22 09:00
64,SL001,2019-03-07 02:00
186,SL001,2019-03-24 12:00
204,SL001,2019-03-06 20:00
148,SL001,2019-03-18 22:00
129,SL001,2019-03-16 06:00
60,SL001,2019-03-29 12:00
165,SL001,2019-03-09 19:00
146,SL001,2019-03-06 21:00
131,SL001,2019-03-13 04:00
161,SL001,2019-03-09 07:00
119,SL001,2019-03-18 04:00
233,SL001,2019-03-02 05:00
16,SL001,2019-03-29 02:00
101,SL001,2019-03-20 19:00
269,SL001,2019-03-28 05:00
167,SL001,2019-03-01 08:00
205,SL001,2019-03-28 14:00
293,SL001,2019-03-27 12:00
231,SL001,2019-03-03 08:00
250,SL001,2019-03-20 12:00
144,SL001,2019-03-28 21:00
266,SL001,2019-03-20 16:00
192,SL001,2019-03-20 20:00
81,SL001,2019-03-11 18:00
106,SL001,2019-03-17 11:00
81,SL001,2019-03-09 09:00
183,SL001,2019-03-15 23:00
37,SL001,2019-03-12 11:00
59,SL001,2019-03-06 14:00
18,SL001,2019-03-09 18:00
287,SL001,2019-03-18 23:00
38,SL001,2019-03-04 07:00
109,SL001,2019-03-10 18:00
276,SL001,2019-03-03 06:00
247,SL001,2019-03-19 04:00
247,SL001,2019-03-15 13:00
174,SL001,2019-03-04 15:00
176,SL002,2019-03-28 12:00
112,SL002,2019-03-25 03:00
207,SL002,2019-03-05 18:00
53,SL002,2019-03-09 03:00
98,SL002,2019-03-20 17:00
131,SL002,2019-03-09 18:00
211,SL002,2019-03-27 02:00
181,SL002,2019-03-23 05:00
39,SL002,2019-03-13 21:00
109,SL002,2019-03-06 04:00
187,SL002,2019-03-05 13:00
127,SL002,2019-03-25 22:00
188,SL002,2019-03-25 11:00
30,SL002,2019-03-05 11:00
192,SL002,2019-03-13 07:00
99,SL002,2019-03-18 09:00
174,SL002,2019-03-23 15:00
185,SL002,2019-03-05 10:00
169,SL002,2019-03-23 21:00
143,SL002,2019-03-10 01:00
100,SL002,2019-03-02 11:00
12,SL002,2019-03-15 13:00
123,SL002,2019-03-27 22:00
75,SL002,2019-03-16 17:00
106,SL002,2019-03-18 06:00
112,SL002,2019-03-12 18:00
108,SL002,2019-03-21 00:00
123,SL002,2019-03-10 06:00
100,SL002,2019-03-03 11:00
35,SL002,2019-03-03 16:00
96,SL002,2019-03-17 08:00
176,SL002,2019-03-03 02:00
58,SL002,2019-03-25 18:00
35,SL002,2019-03-13 23:00
145,SL002,2019-03-03 05:00
129,SL002,2019-03-11 07:00
2,SL002,2019-03-08 16:00
41,SL002,2019-03-28 05:00
294,SL002,2019-03-09 11:00
97,SL002,2019-03-01 08:00
199,SL002,2019-03-16 14:00
161,SL002,2019-03-17 05:00
182,SL002,2019-03-22 04:00
248,SL002,2019-03-26 22:00
155,SL002,2019-03-06 01:00
237,SL002,2019-03-18 03:00
34,SL002,2019-03-20 18:00
268,SL002,2019-03-10 11:00
93,SL002,2019-03-17 16:00
215,SL002,2019-03-25 21:00
230,SL002,2019-03-22 06:00
239,SL002,2019-03-04 18:00
60,SL002,2019-03-25 09:00
172,SL002,2019-03-27 15:00
131,SL002,2019-03-20 09:00
27,SL002,2019-03-24 03:00
75,SL002,2019-03-02 02:00
265,SL002,2019-03-09 01:00
152,SL002,2019-03-14 07:00
88,SL002,2019-03-11 00:00
206,SL002,2019-03-12 08:00
192,SL002,2019-03-06 00:00
151,SL002,2019-03-08 21:00
196,SL002,2019-03-22 14:00
190,SL002,2019-03-28 16:00
263,SL002,2019-03-10 12:00
150,SL002,2019-03-14 05:00
222,SL002,2019-03-25 20:00
51,SL002,2019-03-25 00:00
271,SL002,2019-03-08 15:00
247,SL002,2019-03-23 06:00
108,SL002,2019-03-02 18:00
98,SL002,2019-03-14 12:00
98,SL002,2019-03-27 19:00
284,SL002,2019-03-10 13:00
65,SL002,2019-03-11 09:00
212,SL002,2019-03-04 04:00
235,SL002,2019-03-26 23:00
232,SL002,2019-03-20 22:00
214,SL002,2019-03-23 01:00
205,SL002,2019-03-27 04:00
255,SL002,2019-03-23 04:00
0,SL002,2019-03-03 13:00
245,SL002,2019-03-01 20:00
20,SL002,2019-03-29 06:00
294,SL002,2019-03-11 01:00
142,SL002,2019-03-19 07:00
185,SL002,2019-03-18 18:00
56,SL002,2019-03-20 23:00
141,SL002,2019-03-21 14:00
177,SL002,2019-03-12 23:00
71,SL002,2019-03-15 23:00
67,SL002,2019-03-17 00:00
103,SL002,2019-03-09 12:00
56,SL002,2019-03-01 14:00
107,SL002,2019-03-19 12:00
196,SL002,2019-03-13 12:00
86,SL002,2019-03-14 17:00
128,SL002,2019-03-14 23:00
300,SL002,2019-03-01 11:00
164,SL002,2019-03-23 08:00
172,SL002,2019-03-05 19:00
221,SL002,2019-03-19 10:00
196,SL002,2019-03-13 09:00
245,SL002,2019-03-01 21:00
286,SL002,2019-03-02 09:00
12,SL002,2019-03-28 03:00
63,SL002,2019-03-01 02:00
201,SL002,2019-03-11 19:00
77,SL002,2019-03-27 20:00
91,SL002,2019-03-02 13:00
7,SL002,2019-03-23 17:00
71,SL002,2019-03-08 17:00
285,SL002,2019-03-10 14:00
113,SL002,2019-03-04 14:00
243,SL002,2019-03-21 11:00
14,SL002,2019-03-19 23:00
78,SL002,2019-03-17 11:00
300,SL002,2019-03-08 22:00
278,SL002,2019-03-23 09:00
285,SL002,2019-03-21 01:00
247,SL002,2019-03-08 03:00
285,SL002,2019-03-07 18:00
70,SL002,2019-03-12 15:00
